"","County","County.Code","Delivery.Method","Delivery.Method.Code","Births","Longitude","Latitude"
"1107","Midland County TX",48329,"Cesarean",2,746,-101.9804613,31.8781368
"1108","Montgomery County TX",48339,"Vaginal",1,4120,-95.4777811,30.3213482
"1109","Montgomery County TX",48339,"Cesarean",2,2507,-95.4777811,30.3213482
"1110","Nueces County TX",48355,"Vaginal",1,3076,-97.4814163,27.7693351
"1111","Nueces County TX",48355,"Cesarean",2,1878,-97.4814163,27.7693351
"1112","Potter County TX",48375,"Vaginal",1,1455,-101.9804613,35.404373
"1113","Potter County TX",48375,"Cesarean",2,617,-101.9804613,35.404373
"1114","Randall County TX",48381,"Vaginal",1,1145,-101.7979613,34.9020377
"1115","Randall County TX",48381,"Cesarean",2,547,-101.7979613,34.9020377
"1116","Smith County TX",48423,"Vaginal",1,2219,-95.3102505,32.3352505
"1117","Smith County TX",48423,"Cesarean",2,876,-95.3102505,32.3352505
"1118","Tarrant County TX",48439,"Vaginal",1,18422,-97.3516558,32.7732044
"1119","Tarrant County TX",48439,"Cesarean",2,9416,-97.3516558,32.7732044
"1120","Taylor County TX",48441,"Vaginal",1,1410,-99.8124935,32.2455088
"1121","Taylor County TX",48441,"Cesarean",2,590,-99.8124935,32.2455088
"1122","Tom Green County TX",48451,"Vaginal",1,1029,-100.439656,31.3839017
"1123","Tom Green County TX",48451,"Cesarean",2,529,-100.439656,31.3839017
"1124","Travis County TX",48453,"Vaginal",1,10475,-97.6982272,30.2097015
"1125","Travis County TX",48453,"Cesarean",2,5247,-97.6982272,30.2097015
"1126","Webb County TX",48479,"Vaginal",1,2845,-99.0128926,27.8174487
"1127","Webb County TX",48479,"Cesarean",2,2710,-99.0128926,27.8174487
"1128","Wichita County TX",48485,"Vaginal",1,1243,-98.7481167,33.9309651
"1129","Wichita County TX",48485,"Cesarean",2,522,-98.7481167,33.9309651
"1130","Williamson County TX",48491,"Vaginal",1,4053,-97.6982272,30.7591685
"1131","Williamson County TX",48491,"Cesarean",2,1997,-97.6982272,30.7591685
"1132","Unidentified Counties TX",48999,"Vaginal",1,43202,-99.9018131,31.9685988
"1133","Unidentified Counties TX",48999,"Cesarean",2,23699,-99.9018131,31.9685988
"1134","Davis County UT",49011,"Vaginal",1,4366,-112.0953297,40.9628845
"1135","Davis County UT",49011,"Cesarean",2,1375,-112.0953297,40.9628845
"1136","Salt Lake County UT",49035,"Vaginal",1,13803,-111.9522491,40.644188
"1137","Salt Lake County UT",49035,"Cesarean",2,4242,-111.9522491,40.644188
"1138","Utah County UT",49049,"Vaginal",1,9509,-111.5706786,40.0966287
"1139","Utah County UT",49049,"Cesarean",2,2351,-111.5706786,40.0966287
"1140","Weber County UT",49057,"Vaginal",1,2930,-111.9522491,41.2602635
"1141","Weber County UT",49057,"Cesarean",2,905,-111.9522491,41.2602635
"1142","Unidentified Counties UT",49999,"Vaginal",1,8945,-111.0937311,39.3209801
"1143","Unidentified Counties UT",49999,"Cesarean",2,2530,-111.0937311,39.3209801
"1144","Chittenden County VT",50007,"Vaginal",1,1215,-72.9962431,44.3959289
"1145","Chittenden County VT",50007,"Cesarean",2,385,-72.9962431,44.3959289
"1146","Unidentified Counties VT",50999,"Vaginal",1,3129,-72.5778415,44.5588028
"1147","Unidentified Counties VT",50999,"Cesarean",2,1243,-72.5778415,44.5588028
"1148","Arlington County VA",51013,"Vaginal",1,1956,-77.0909809,38.8816208
"1149","Arlington County VA",51013,"Cesarean",2,1246,-77.0909809,38.8816208
"1150","Chesterfield County VA",51041,"Vaginal",1,2442,-77.6077865,37.3673217
"1151","Chesterfield County VA",51041,"Cesarean",2,1324,-77.6077865,37.3673217
"1152","Fairfax County VA",51059,"Vaginal",1,8767,-77.2405153,38.9085472
"1153","Fairfax County VA",51059,"Cesarean",2,5885,-77.2405153,38.9085472
"1154","Henrico County VA",51087,"Vaginal",1,2476,-77.3324425,37.5059332
"1155","Henrico County VA",51087,"Cesarean",2,1424,-77.3324425,37.5059332
"1156","Loudoun County VA",51107,"Vaginal",1,3076,-77.6536125,39.076767
"1157","Loudoun County VA",51107,"Cesarean",2,1938,-77.6536125,39.076767
"1158","Prince William County VA",51153,"Vaginal",1,4372,-77.6077865,38.7838939
"1159","Prince William County VA",51153,"Cesarean",2,2426,-77.6077865,38.7838939
"1160","Alexandria city VA",51510,"Vaginal",1,1748,-77.0469214,38.8048355
"1161","Alexandria city VA",51510,"Cesarean",2,1058,-77.0469214,38.8048355
"1162","Chesapeake city VA",51550,"Vaginal",1,1846,-76.2874927,36.7682088
"1163","Chesapeake city VA",51550,"Cesarean",2,939,-76.2874927,36.7682088
"1164","Hampton city VA",51650,"Vaginal",1,1335,-76.3452218,37.0298687
"1165","Hampton city VA",51650,"Cesarean",2,488,-76.3452218,37.0298687
"1166","Newport News city VA",51700,"Vaginal",1,2043,-76.4730122,37.0870821
"1167","Newport News city VA",51700,"Cesarean",2,818,-76.4730122,37.0870821
"1168","Norfolk city VA",51710,"Vaginal",1,2620,-76.2858726,36.8507689
"1169","Norfolk city VA",51710,"Cesarean",2,1117,-76.2858726,36.8507689
"1170","Portsmouth city VA",51740,"Vaginal",1,1074,-76.2982742,36.8354258
"1171","Portsmouth city VA",51740,"Cesarean",2,476,-76.2982742,36.8354258
"1172","Richmond city VA",51760,"Vaginal",1,1946,-77.4360481,37.5407246
"1173","Richmond city VA",51760,"Cesarean",2,891,-77.4360481,37.5407246
"1174","Virginia Beach city VA",51810,"Vaginal",1,4135,-75.977985,36.8529263
"1175","Virginia Beach city VA",51810,"Cesarean",2,1881,-75.977985,36.8529263
"1176","Unidentified Counties VA",51999,"Vaginal",1,27840,-78.6568942,37.4315734
"1177","Unidentified Counties VA",51999,"Cesarean",2,12549,-78.6568942,37.4315734
"1178","Benton County WA",53005,"Vaginal",1,1800,-119.5021582,46.3166362
"1179","Benton County WA",53005,"Cesarean",2,712,-119.5021582,46.3166362
"1180","Clark County WA",53011,"Vaginal",1,3885,-122.5194378,45.7466471
"1181","Clark County WA",53011,"Cesarean",2,1451,-122.5194378,45.7466471
"1182","King County WA",53033,"Vaginal",1,17031,-121.9836029,47.5480339
"1183","King County WA",53033,"Cesarean",2,7870,-121.9836029,47.5480339
"1184","Kitsap County WA",53035,"Vaginal",1,2042,-122.6412583,47.6476607
"1185","Kitsap County WA",53035,"Cesarean",2,793,-122.6412583,47.6476607
"1186","Pierce County WA",53053,"Vaginal",1,8082,-122.1295269,47.0675877
"1187","Pierce County WA",53053,"Cesarean",2,3036,-122.1295269,47.0675877
"1188","Skagit County WA",53057,"Vaginal",1,1057,-121.7114362,48.4241961
"1189","Skagit County WA",53057,"Cesarean",2,380,-121.7114362,48.4241961
"1190","Snohomish County WA",53061,"Vaginal",1,6707,-121.8339472,48.0329979
"1191","Snohomish County WA",53061,"Cesarean",2,2705,-121.8339472,48.0329979
"1192","Spokane County WA",53063,"Vaginal",1,4577,-117.4225481,47.658693
"1193","Spokane County WA",53063,"Cesarean",2,1484,-117.4225481,47.658693
"1194","Thurston County WA",53067,"Vaginal",1,2284,-122.7695986,46.8645747
"1195","Thurston County WA",53067,"Cesarean",2,758,-122.7695986,46.8645747
"1196","Whatcom County WA",53073,"Vaginal",1,1601,-121.9718657,48.8787167
"1197","Whatcom County WA",53073,"Cesarean",2,642,-121.9718657,48.8787167
"1198","Yakima County WA",53077,"Vaginal",1,3140,-120.7558292,46.543606
"1199","Yakima County WA",53077,"Cesarean",2,813,-120.7558292,46.543606
"1200","Unidentified Counties WA",53999,"Vaginal",1,9858,-120.7401386,47.7510741
"1201","Unidentified Counties WA",53999,"Cesarean",2,3868,-120.7401386,47.7510741
"1202","Kanawha County WV",54039,"Vaginal",1,1281,-81.4278984,38.2556905
"1203","Kanawha County WV",54039,"Cesarean",2,972,-81.4278984,38.2556905
"1204","Unidentified Counties WV",54999,"Vaginal",1,12012,-80.4549026,38.5976262
"1205","Unidentified Counties WV",54999,"Cesarean",2,6483,-80.4549026,38.5976262
"1206","Unidentified Counties WV",54999,"Not Stated",9,74,-80.4549026,38.5976262
"1207","Brown County WI",55009,"Vaginal",1,2553,-87.9334803,44.4561674
"1208","Brown County WI",55009,"Cesarean",2,836,-87.9334803,44.4561674
"1209","Dane County WI",55025,"Vaginal",1,4494,-89.5497632,43.0186073
"1210","Dane County WI",55025,"Cesarean",2,1564,-89.5497632,43.0186073
"1211","Kenosha County WI",55059,"Vaginal",1,1365,-88.0533751,42.5810954
"1212","Kenosha County WI",55059,"Cesarean",2,624,-88.0533751,42.5810954
"1213","La Crosse County WI",55063,"Vaginal",1,972,-91.135302,43.8617023
"1214","La Crosse County WI",55063,"Cesarean",2,259,-91.135302,43.8617023
"1215","Marathon County WI",55073,"Vaginal",1,1117,-89.8505012,44.850452
"1216","Marathon County WI",55073,"Cesarean",2,457,-89.8505012,44.850452
"1217","Milwaukee County WI",55079,"Vaginal",1,10661,-87.9065334,43.0387949
"1218","Milwaukee County WI",55079,"Cesarean",2,3344,-87.9065334,43.0387949
"1219","Milwaukee County WI",55079,"Not Stated",9,20,-87.9065334,43.0387949
"1220","Outagamie County WI",55087,"Vaginal",1,1659,-88.4016041,44.4636545
"1221","Outagamie County WI",55087,"Cesarean",2,604,-88.4016041,44.4636545
"1222","Racine County WI",55101,"Vaginal",1,1718,-88.0326922,42.727213
"1223","Racine County WI",55101,"Cesarean",2,659,-88.0326922,42.727213
"1224","Rock County WI",55105,"Vaginal",1,1349,-89.0179332,42.6251506
"1225","Rock County WI",55105,"Cesarean",2,605,-89.0179332,42.6251506
"1226","Sheboygan County WI",55117,"Vaginal",1,906,-87.9284801,43.7173595
"1227","Sheboygan County WI",55117,"Cesarean",2,326,-87.9284801,43.7173595
"1228","Washington County WI",55131,"Vaginal",1,915,-88.2461183,43.3932586
"1229","Washington County WI",55131,"Cesarean",2,426,-88.2461183,43.3932586
"1230","Waukesha County WI",55133,"Vaginal",1,2753,-88.3239309,43.0072599
"1231","Waukesha County WI",55133,"Cesarean",2,943,-88.3239309,43.0072599
"1232","Winnebago County WI",55139,"Vaginal",1,1325,-88.7108964,44.0126679
"1233","Winnebago County WI",55139,"Cesarean",2,529,-88.7108964,44.0126679
"1234","Unidentified Counties WI",55999,"Vaginal",1,17352,-88.7878678,43.7844397
"1235","Unidentified Counties WI",55999,"Cesarean",2,6278,-88.7878678,43.7844397
"1236","Unidentified Counties WI",55999,"Not Stated",9,17,-88.7878678,43.7844397
